ID_cliente,churn,genero,senior,parceiro,dependentes,tempo_permanencia,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_TV,streaming_filmes,contrato,fatura_online,metodo_pagamento,gastos_diarios,gastos_mensais,gastos_totais
1323-OOEPC,1,1,0,1,0,53,1,1,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Cartão de crédito,3.2800000000000002,98.4,5149.5
1324-NLTJE,1,1,1,0,0,15,1,1,DSL,0,0,0,1,0,0,Mensal,0,Cartão de crédito,1.8333333333333333,55.0,757.1
1325-USMEC,0,0,0,1,0,70,1,1,Fibra Óptica,1,1,1,0,1,0,Dois anos,1,Cartão de crédito,3.3116666666666665,99.35,6944.5
1328-EUZHC,0,1,0,1,0,18,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.67,20.1,370.5
1329-VHWNP,0,1,0,0,0,7,0,0,DSL,0,0,0,0,0,0,Mensal,0,Transferência bancária,0.8350000000000001,25.05,189.95
1333-PBMXB,0,1,0,1,1,54,1,1,Não,0,0,0,0,0,0,Um ano,1,Transferência bancária,0.825,24.75,1342.15
1334-FJSVR,1,0,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,0.8083333333333333,24.25,24.25
1334-PDUKM,0,1,0,1,0,68,1,1,Fibra Óptica,0,1,1,0,0,0,Um ano,0,Cartão de crédito,2.881666666666667,86.45,5762.95
1335-HQMKX,0,1,0,1,0,72,1,1,Fibra Óptica,0,1,1,0,1,1,Um ano,1,Cheque eletrônico,3.378333333333333,101.35,7323.15
1335-MXCSE,0,0,0,1,1,55,1,0,DSL,0,0,1,1,0,0,Dois anos,1,Cartão de crédito,1.8416666666666666,55.25,3119.9
1335-NTIUC,0,0,0,0,0,9,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,0.8316666666666667,24.95,190.25
1336-EZFZY,0,1,0,0,0,4,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6683333333333333,20.05,83.3
1337-BOZWO,0,0,0,1,1,18,0,0,DSL,0,1,1,0,1,0,Um ano,0,Cartão de crédito,1.5466666666666666,46.4,812.4
1338-CECEE,0,0,0,1,1,41,1,1,DSL,0,1,1,0,1,0,Um ano,0,Transferência bancária,2.283333333333333,68.5,2839.95
1342-JPNKI,1,0,0,0,0,10,1,1,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Transferência bancária,2.868333333333333,86.05,834.1
1343-EHPYB,1,0,0,1,0,63,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,3.4466666666666668,103.4,6603.0
1345-GKDZZ,0,0,0,0,1,6,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6516666666666667,19.55,128.6
1345-ZUKID,0,0,0,0,0,14,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.645,19.35,324.8
1346-PJWTK,0,0,0,1,0,61,1,0,Fibra Óptica,0,1,1,1,0,1,Mensal,0,Cartão de crédito,3.1383333333333336,94.15,5731.85
1346-UFHAX,0,1,0,0,0,13,1,1,Fibra Óptica,1,0,0,0,0,0,Mensal,1,Cartão de crédito,2.6666666666666665,80.0,1029.35
1347-KTTTA,0,0,0,1,0,64,1,0,Fibra Óptica,0,1,1,1,1,1,Um ano,1,Cartão de crédito,3.415,102.45,6654.1
1349-WXNGG,1,0,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Transferência bancária,0.6683333333333333,20.05,20.05
1352-HNSAW,0,1,0,1,1,72,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Transferência bancária,3.853333333333333,115.6,8220.4
1352-VHKAJ,0,0,0,1,1,27,1,1,DSL,0,0,0,1,1,1,Mensal,0,Transferência bancária,2.3866666666666663,71.6,1957.1
1353-GHZOS,0,0,0,1,0,22,1,0,DSL,1,0,0,0,1,0,Um ano,1,Transferência bancária,1.9916666666666667,59.75,1374.35
1353-LJWEM,0,0,0,0,0,11,1,0,DSL,0,1,1,1,0,0,Mensal,1,Cheque eletrônico,2.03,60.9,688.5
1354-YZFNB,0,0,0,1,1,4,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6516666666666667,19.55,68.8
1355-KUSBG,0,1,0,1,1,7,1,1,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,1.6266666666666665,48.8,349.8
1356-MKYSK,0,0,0,0,0,6,1,0,DSL,1,0,1,1,1,1,Mensal,0,Cartão de crédito,2.621666666666667,78.65,483.3
1357-BIJKI,0,0,0,1,0,50,1,1,Fibra Óptica,0,1,0,0,1,1,Um ano,1,Cheque eletrônico,3.275,98.25,4858.7
1357-MVDOZ,0,0,0,1,1,11,1,0,DSL,0,0,1,0,1,0,Mensal,1,Transferência bancária,1.9883333333333333,59.65,683.25
1360-JYXKQ,0,1,1,1,0,54,1,0,Fibra Óptica,0,0,1,1,1,1,Um ano,1,Cheque eletrônico,3.3033333333333332,99.1,5437.1
1360-RCYRT,0,0,0,1,1,23,0,0,DSL,0,0,0,1,0,0,Mensal,1,Transferência bancária,1.0116666666666667,30.35,678.75
1360-XFJMR,0,1,0,1,0,67,1,1,Fibra Óptica,0,1,1,1,1,1,Um ano,1,Cartão de crédito,3.6566666666666667,109.7,7344.45
1363-TXLSL,1,0,1,1,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.3433333333333333,70.3,70.3
1370-GGAWX,0,1,0,0,0,46,1,1,Fibra Óptica,0,1,1,0,0,1,Um ano,1,Cheque eletrônico,3.1383333333333336,94.15,4408.45
1371-DWPAZ,0,1,0,1,1,0,0,0,DSL,1,1,1,1,1,0,Dois anos,0,Cartão de crédito,1.8683333333333332,56.05,56.05
1371-OJCEK,0,1,0,0,0,48,1,1,Não,0,0,0,0,0,0,Um ano,0,Transferência bancária,0.8116666666666668,24.35,1133.7
1371-WEPDS,0,0,1,1,0,40,1,0,DSL,0,0,0,0,0,1,Um ano,0,Cheque eletrônico,1.8599999999999999,55.8,2283.3
1373-ORVIZ,1,1,0,1,1,11,1,1,DSL,0,0,0,1,0,1,Mensal,1,Cheque eletrônico,2.2116666666666664,66.35,740.8
1374-DMZUI,1,1,1,0,0,4,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,3.143333333333333,94.3,424.45
1376-HHBDV,0,1,0,0,0,30,1,0,DSL,1,0,0,0,0,0,Mensal,1,Cheque,1.6266666666666665,48.8,1536.75
1379-FRVEB,0,0,0,0,1,15,1,1,Fibra Óptica,0,1,0,0,1,0,Mensal,1,Cheque eletrônico,3.033333333333333,91.0,1430.05
1383-EZRWL,1,1,0,0,0,7,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6683333333333333,20.05,164.85
1384-RCUXW,0,0,0,0,0,16,1,1,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cheque,2.685,80.55,1248.9
1385-TQOZW,0,1,0,0,0,9,1,0,Não,0,0,0,0,0,0,Mensal,1,Cartão de crédito,0.6816666666666666,20.45,147.55
1386-ZIKUV,0,0,0,0,0,7,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.6316666666666666,18.95,130.55
1389-CXMLU,1,0,1,0,0,3,1,1,Fibra Óptica,0,0,1,0,1,0,Mensal,0,Cheque eletrônico,3.0349999999999997,91.05,289.1
1389-WNUIB,0,1,0,1,1,20,1,1,DSL,1,0,0,0,1,1,Um ano,0,Transferência bancária,2.533333333333333,76.0,1588.75
1391-UBDAR,0,0,0,0,0,11,1,0,Fibra Óptica,0,0,1,0,0,0,Mensal,0,Cheque eletrônico,2.43,72.9,818.45
1393-IMKZG,0,1,0,0,0,1,1,0,Fibra Óptica,0,0,0,1,1,1,Mensal,1,Cheque eletrônico,3.195,95.85,95.85
1394-SUIUH,0,1,1,1,0,44,1,0,Fibra Óptica,1,1,0,1,0,0,Mensal,1,Cheque eletrônico,2.8383333333333334,85.15,3670.5
1395-OFUWC,0,0,0,1,1,43,0,0,DSL,0,1,0,0,0,0,Mensal,0,Cartão de crédito,0.9766666666666667,29.3,1224.05
1395-WSWXR,0,0,0,0,0,24,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6916666666666667,20.75,487.05
1396-QWFBJ,1,1,0,1,1,21,1,0,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Transferência bancária,2.4683333333333333,74.05,1565.7
1397-XKKWR,0,0,0,0,0,7,0,0,DSL,1,0,1,0,0,0,Um ano,0,Cheque,1.1766666666666665,35.3,264.8
1399-OUPJN,0,1,0,1,1,57,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.6583333333333333,19.75,1272.05
1399-UBQIU,0,0,0,0,0,11,1,0,DSL,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,2.3116666666666665,69.35,712.25
1400-MMYXY,1,0,1,1,0,3,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,3.5300000000000002,105.9,334.65
1400-WIVLL,0,0,0,1,0,57,1,1,Fibra Óptica,0,0,1,1,1,1,Dois anos,0,Cheque eletrônico,3.5983333333333336,107.95,5969.85
1401-FTHFQ,0,0,0,1,1,23,1,0,Não,0,0,0,0,0,0,Um ano,1,Cartão de crédito,0.6666666666666666,20.0,445.3
1402-PTHGN,0,1,0,1,1,18,1,0,DSL,1,1,0,1,0,0,Um ano,1,Cheque,2.05,61.5,1087.45
1403-GYAFU,0,0,0,1,1,70,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6683333333333333,20.05,1360.25
1403-LKLIK,0,1,0,1,1,33,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.67,20.1,579.4
1406-PUQVY,0,0,0,0,1,1,1,0,DSL,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,1.6633333333333333,49.9,49.9
1407-DIGZV,0,1,0,1,1,3,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6366666666666667,19.1,52.0
1409-PHXTF,0,0,1,1,0,54,1,1,Fibra Óptica,0,1,1,1,1,1,Dois anos,1,Cheque eletrônico,3.6816666666666666,110.45,6077.75
1410-RSCMR,0,0,0,1,1,7,1,0,DSL,1,0,1,1,0,1,Mensal,1,Cartão de crédito,2.378333333333333,71.35,515.75
1414-YADCW,0,0,0,1,0,70,1,0,Fibra Óptica,1,1,0,1,0,0,Dois anos,0,Transferência bancária,2.82,84.6,5706.2
1415-YFWLT,1,1,1,0,0,1,1,0,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,2.9766666666666666,89.3,89.3
1421-HCERK,0,0,1,1,0,30,1,1,Fibra Óptica,1,1,1,1,1,0,Mensal,1,Transferência bancária,3.5233333333333334,105.7,3181.8
1422-DGUBX,0,0,0,1,0,32,1,1,Fibra Óptica,0,0,0,1,0,0,Um ano,1,Cheque eletrônico,2.6416666666666666,79.25,2619.15
1423-BMPBQ,0,1,0,1,1,1,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.6333333333333333,19.0,19.0
1427-VERSM,0,1,0,1,0,56,1,0,Fibra Óptica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,3.29,98.7,5669.5
1428-GTBJJ,1,0,0,0,0,11,1,0,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,2.485,74.55,824.75
1428-IEDPR,0,0,0,0,0,52,1,1,Fibra Óptica,1,0,1,1,1,1,Dois anos,1,Cheque eletrônico,3.643333333333333,109.3,5731.4
1429-UYJSV,0,1,0,0,0,12,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.6566666666666666,19.7,260.9
1430-SFQSA,0,0,0,0,0,29,0,0,DSL,1,0,0,1,0,0,Um ano,0,Cheque,1.1866666666666668,35.6,1072.6
1431-AIDJQ,0,0,0,1,1,33,1,0,DSL,0,1,1,1,1,1,Dois anos,0,Cartão de crédito,2.7366666666666664,82.1,2603.1
1431-CYWMH,0,1,0,1,1,22,1,0,Não,0,0,0,0,0,0,Mensal,0,Transferência bancária,0.635,19.05,454.05
1432-FPAXX,1,1,0,0,0,29,0,0,DSL,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,1.02,30.6,856.35
1436-ZMJAN,0,1,0,1,0,10,1,0,DSL,0,0,1,0,1,1,Mensal,1,Cartão de crédito,2.26,67.8,653.15
1439-LCGVL,0,1,0,1,0,26,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.64,19.2,459.6
1442-BQPVU,0,1,0,0,0,13,0,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,0.9716666666666666,29.15,357.15
1442-OKRJE,0,0,0,1,1,66,1,0,Fibra Óptica,1,1,1,0,1,1,Um ano,1,Transferência bancária,3.4383333333333335,103.15,7031.3
1444-VVSGW,1,0,0,1,0,70,1,1,Fibra Óptica,1,1,1,1,1,1,Um ano,0,Cartão de crédito,3.855,115.65,7968.85
1447-GIQMR,1,0,0,1,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.305,69.15,69.15
1447-PJGGA,1,1,0,0,0,57,1,0,Fibra Óptica,0,0,1,0,1,1,Dois anos,1,Cheque eletrônico,3.175,95.25,5464.65
1448-CYWKC,0,1,0,1,1,58,1,1,Fibra Óptica,0,1,1,0,1,1,Um ano,1,Cartão de crédito,3.506666666666667,105.2,6225.4
1448-PWKYE,1,0,0,1,1,1,1,0,Fibra Óptica,0,0,0,0,0,1,Mensal,0,Cheque eletrônico,2.6666666666666665,80.0,80.0
1449-XQEMT,1,0,0,0,0,3,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.66,19.8,58.15
1450-GALXR,1,1,0,0,0,10,1,1,Fibra Óptica,0,0,0,1,1,1,Mensal,1,Cheque eletrônico,3.283333333333333,98.5,1058.25
1450-SKCVI,1,1,0,0,0,56,1,0,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,2.4616666666666664,73.85,4092.85
1452-KIOVK,0,0,0,0,1,22,1,1,Fibra Óptica,0,1,0,0,1,0,Mensal,1,Cartão de crédito,2.9699999999999998,89.1,1949.4
1452-UZOSF,0,0,0,1,1,72,1,1,Fibra Óptica,1,1,1,1,1,0,Dois anos,1,Cartão de crédito,3.5366666666666666,106.1,7548.6
1452-VOQCH,0,0,0,0,0,1,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.503333333333333,75.1,75.1
1452-XRSJV,0,1,0,1,1,39,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cartão de crédito,1.7016666666666667,51.05,2066.0
1453-RZFON,0,1,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cheque,1.6633333333333333,49.9,49.9
1455-ESIQH,1,0,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,2.9699999999999998,89.1,89.1
1455-HFBXA,0,0,0,1,0,52,1,1,Fibra Óptica,1,0,1,1,0,0,Dois anos,1,Cartão de crédito,3.0533333333333332,91.6,4627.8
1455-UGQVH,1,0,0,1,0,10,1,1,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,3.283333333333333,98.5,1037.75
1456-TWCGB,0,0,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque,1.6416666666666666,49.25,208.45
1459-QNFQT,0,0,0,1,1,70,0,0,DSL,1,0,1,1,1,1,Dois anos,0,Transferência bancária,1.9833333333333334,59.5,4144.8
1460-UZPRJ,0,0,0,1,0,60,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6649999999999999,19.95,1258.15
1465-LNTLJ,0,0,1,1,0,8,1,0,DSL,0,0,1,1,0,1,Mensal,1,Cartão de crédito,2.146666666666667,64.4,581.7
1465-VINDH,1,1,0,1,1,10,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cartão de crédito,3.4033333333333333,102.1,1068.85
1465-WCZVT,0,1,0,1,1,3,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6549999999999999,19.65,60.65
1468-DEFNC,0,0,1,1,1,64,1,1,Não,0,0,0,0,0,0,Dois anos,1,Transferência bancária,0.8133333333333332,24.4,1548.65
1469-LBJQJ,0,1,0,1,0,66,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,3.506666666666667,105.2,6936.85
1470-PSXNM,0,0,0,1,1,49,1,1,Fibra Óptica,0,1,1,0,1,0,Um ano,1,Cheque eletrônico,3.121666666666667,93.65,4520.15
1471-GIQKQ,0,1,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,1.665,49.95,49.95
1472-TNCWL,0,0,0,0,1,36,1,0,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,3.1566666666666667,94.7,3512.5
1474-JUWSM,0,1,0,1,0,58,1,1,DSL,1,0,0,1,0,1,Um ano,1,Cheque eletrônico,2.2800000000000002,68.4,3972.25
1475-VWVDO,0,0,0,0,0,7,1,0,Fibra Óptica,0,0,1,0,0,0,Mensal,1,Cheque eletrônico,2.496666666666667,74.9,490.55
1478-VPOAD,0,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,1.46,43.8,43.8
1480-BKXGA,0,0,1,1,0,72,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Transferência bancária,3.868333333333333,116.05,8404.9
1480-IVEVR,0,0,1,1,0,35,1,1,Fibra Óptica,0,0,1,0,0,0,Um ano,1,Transferência bancária,2.7199999999999998,81.6,2815.25
1481-ZUWZA,1,0,0,0,0,28,1,1,Fibra Óptica,1,1,0,0,0,1,Mensal,1,Cartão de crédito,3.15,94.5,2659.4
1482-OXZSY,0,0,0,0,0,30,1,1,Fibra Óptica,1,0,0,0,1,1,Mensal,1,Transferência bancária,3.3466666666666667,100.4,2936.25
1485-YDHMM,0,0,0,1,1,52,1,1,Fibra Óptica,0,1,0,1,0,1,Mensal,1,Transferência bancária,3.1083333333333334,93.25,4631.7
1488-PBLJN,0,1,0,1,1,72,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Transferência bancária,3.895,116.85,8477.7
1488-SYSFC,0,0,0,1,1,31,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,0.6883333333333332,20.65,702.05
1492-KGETH,0,0,0,1,1,70,1,1,DSL,1,1,1,1,0,1,Um ano,0,Transferência bancária,2.6116666666666664,78.35,5445.95
1492-QGCLU,0,0,0,1,1,53,1,1,DSL,1,0,1,1,1,1,Mensal,0,Cheque eletrônico,2.856666666666667,85.7,4616.1
1493-AMTIE,1,0,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,1,Transferência bancária,0.6733333333333333,20.2,20.2
1494-EJZDW,0,1,0,1,1,10,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6716666666666666,20.15,220.8
1496-GGSUK,1,1,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque,0.8566666666666667,25.7,25.7
1498-DQNRX,0,1,0,1,0,29,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6616666666666667,19.85,573.05
1498-NHTLT,0,0,0,1,1,59,1,0,DSL,1,1,1,1,1,1,Dois anos,1,Cheque eletrônico,2.8916666666666666,86.75,5186.0
1501-SGHBW,1,0,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque,1.5283333333333333,45.85,81.0
1502-XFCVR,1,1,0,0,0,58,1,0,Fibra Óptica,1,1,1,0,1,1,Um ano,1,Cheque eletrônico,3.5483333333333333,106.45,6145.85
1506-YJTYT,0,0,0,1,1,45,1,1,DSL,1,1,0,1,1,0,Dois anos,0,Cartão de crédito,2.4616666666666664,73.85,3371.0
1508-DFXCU,0,0,0,0,0,12,1,0,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,2.7150000000000003,81.45,912.0
1513-XNPPH,1,1,0,0,0,12,1,0,Fibra Óptica,0,0,1,1,0,1,Mensal,1,Cheque eletrônico,2.98,89.4,1095.65
1518-OMDIK,0,0,0,1,0,33,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cartão de crédito,1.4849999999999999,44.55,1462.6
1518-VOWAV,1,1,0,0,0,9,1,0,DSL,1,1,0,0,1,1,Mensal,1,Cheque eletrônico,2.4883333333333337,74.65,703.55
1522-VVDMG,1,0,0,1,1,7,1,0,Fibra Óptica,0,1,0,1,1,0,Mensal,1,Cheque eletrônico,2.9916666666666667,89.75,608.8
1525-LNLOJ,0,0,0,1,1,66,1,1,DSL,0,0,1,0,1,0,Dois anos,1,Transferência bancária,2.11,63.3,4189.7
1527-SXDPN,1,0,0,1,1,52,1,1,Fibra Óptica,0,0,1,1,0,1,Dois anos,1,Transferência bancária,3.2083333333333335,96.25,4990.25
1530-ZTDOZ,0,1,0,1,0,49,0,0,DSL,1,0,0,0,1,0,Mensal,0,Transferência bancária,1.355,40.65,2070.75
1534-OULXE,0,1,0,1,1,61,1,0,DSL,1,0,0,0,0,0,Um ano,1,Transferência bancária,1.6566666666666667,49.7,2961.4
1535-VTJOQ,0,1,0,0,0,24,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.8383333333333333,25.15,553.0
1536-HBSWP,0,1,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque eletrônico,1.6633333333333333,49.9,49.9
1536-YHDOE,0,0,0,1,1,17,1,1,DSL,1,0,0,1,0,0,Um ano,1,Cheque,2.07,62.1,1096.65
1539-LNKHM,0,1,0,0,0,12,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6799999999999999,20.4,266.6
1541-ETJZO,1,0,0,0,0,1,1,1,DSL,0,0,1,1,0,0,Mensal,0,Cheque,2.0683333333333334,62.05,62.05
1543-LLLFT,0,0,1,1,0,61,1,1,Fibra Óptica,0,1,1,1,1,0,Um ano,1,Cheque,3.2766666666666664,98.3,6066.55
1544-JJMYL,0,0,0,0,0,27,1,0,DSL,1,0,1,1,1,0,Um ano,0,Cartão de crédito,2.3116666666666665,69.35,1927.3
1545-ACTAS,0,1,0,1,1,48,1,0,Fibra Óptica,1,0,1,0,1,1,Um ano,1,Transferência bancária,3.3233333333333333,99.7,4977.2
1545-JFUML,0,0,0,1,0,71,1,1,Fibra Óptica,1,1,1,0,1,0,Dois anos,1,Cheque eletrônico,3.3,99.0,6994.6
1548-ARAGG,0,1,0,1,1,4,1,1,DSL,0,1,0,1,0,0,Mensal,1,Cheque,1.95,58.5,224.85
1548-FEHVL,0,0,0,1,0,61,1,1,Fibra Óptica,1,1,0,0,1,1,Mensal,1,Cheque eletrônico,3.54,106.2,6375.2
1550-EENBN,0,1,0,0,0,31,1,1,Fibra Óptica,1,1,0,0,1,1,Mensal,0,Cheque eletrônico,3.478333333333333,104.35,3205.6
1550-LOAHA,1,1,0,1,0,32,1,0,Fibra Óptica,0,1,0,0,0,1,Mensal,0,Transferência bancária,2.805,84.15,2585.95
1552-AAGRX,0,1,0,0,0,30,1,1,Fibra Óptica,1,0,0,1,1,1,Mensal,0,Transferência bancária,3.546666666666667,106.4,3211.9
1552-CZCLL,0,1,0,1,1,55,1,0,Não,0,0,0,0,0,0,Mensal,0,Cartão de crédito,0.6666666666666666,20.0,1087.25
1552-TKMXS,0,1,0,1,0,42,1,0,Não,0,0,0,0,0,0,Mensal,0,Cartão de crédito,0.6783333333333333,20.35,869.9
1555-DJEQW,1,1,0,1,1,70,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Transferência bancária,3.8066666666666666,114.2,7723.9
1555-HAPSU,0,1,0,1,1,71,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.7966666666666666,23.9,1663.5
1557-EMYVT,0,1,0,0,0,43,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,0,Cartão de crédito,3.835,115.05,4895.1
1559-DTODC,0,0,0,0,0,19,0,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,0.8383333333333333,25.15,468.35
1561-BWHIN,0,0,0,1,1,19,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.66,19.8,344.5
1563-IWQEX,0,1,0,0,0,12,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6566666666666666,19.7,220.35
1564-HJUVY,0,0,0,0,0,4,1,0,DSL,0,1,0,1,1,0,Mensal,1,Transferência bancária,2.125,63.75,226.2
1564-NTYXF,1,1,1,0,0,13,1,1,Fibra Óptica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,2.7333333333333334,82.0,1127.2
1565-RHDJD,1,1,0,0,1,4,1,1,Fibra Óptica,0,1,1,0,0,0,Mensal,0,Transferência bancária,2.8016666666666667,84.05,333.55
1567-DSCIC,1,0,0,0,0,8,1,1,Fibra Óptica,0,1,1,0,1,0,Mensal,1,Cheque eletrônico,3.1333333333333333,94.0,773.65
1568-BEKZM,0,0,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Dois anos,0,Cartão de crédito,3.0016666666666665,90.05,6333.4
1568-LJSZU,0,0,0,1,1,68,1,1,DSL,1,1,1,1,1,1,Dois anos,1,Cartão de crédito,3.0733333333333333,92.2,6392.85
1569-TTNYJ,1,0,0,1,0,5,1,1,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,2.625,78.75,412.1
1571-SAVHK,1,0,0,0,0,12,1,1,Fibra Óptica,0,0,0,1,1,1,Mensal,1,Cheque,3.3316666666666666,99.95,1132.75
1573-LGXBA,0,0,0,1,1,57,1,0,Fibra Óptica,0,1,1,0,1,1,Um ano,1,Cartão de crédito,3.2516666666666665,97.55,5598.0
1574-DYCWE,0,1,0,1,1,51,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6649999999999999,19.95,1028.75
1575-KRZZE,0,1,0,0,0,4,1,0,DSL,1,1,0,0,0,0,Mensal,0,Cheque eletrônico,1.84,55.2,220.65
1576-PFZIW,0,0,1,1,0,70,1,0,Fibra Óptica,1,1,1,0,1,1,Dois anos,0,Cartão de crédito,3.5116666666666663,105.35,7511.9
1577-HKTFG,1,1,0,1,0,30,1,0,Não,0,0,0,0,0,0,Mensal,0,Transferência bancária,0.6549999999999999,19.65,655.85
1579-KLYDT,1,0,0,0,0,7,1,1,Fibra Óptica,0,0,1,0,1,0,Mensal,1,Cheque eletrônico,3.015,90.45,593.45
1580-BMCMR,0,0,1,0,0,19,1,0,Fibra Óptica,1,0,0,0,0,1,Mensal,1,Cheque eletrônico,2.9099999999999997,87.3,1637.3
1582-RAFML,1,0,0,0,0,1,1,1,DSL,0,1,0,1,0,0,Mensal,0,Cheque,2.0033333333333334,60.1,60.1
1583-IHQZE,1,0,0,0,0,12,1,1,Fibra Óptica,0,1,1,1,1,1,Mensal,1,Cheque,3.765,112.95,1384.75
1585-MQSSU,1,0,0,0,0,17,1,0,DSL,0,0,0,1,0,0,Mensal,0,Cheque,1.7166666666666666,51.5,900.5
1587-FKLZB,1,0,1,1,1,66,1,1,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Cartão de crédito,3.316666666666667,99.5,6822.15
1589-AGTLK,1,0,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.5116666666666667,45.35,141.5
1591-MQJTP,0,0,1,1,0,51,1,1,Fibra Óptica,1,0,1,0,0,1,Um ano,1,Transferência bancária,3.121666666666667,93.65,4839.15
